,roate,60.13209181463837
noils duchy,trape,1.6851450844521438
duchy trape,sling,1.6453009961022087
duchy sling,trape,1.6453009961022087
sling trape,comby,1.5734084019055867
comby,raise,8.513209181463838
sling comby,trape,1.5734084019055867
comby trape,sling,1.5734084019055867
tared coils,nymph,1.646167171935903
tared nymph,coils,1.646167171935903
peart noils,duchy,1.7916847119965353
peart duchy,sling,1.732784755305327
peart sling,comby,1.6011260285838025
peart comby,sling,1.6011260285838025
targe coils,bundh,1.6089216110870506
bundh,roate,8.52013858813339
coils bundh,trape,1.5656128194023387
bundh trape,coils,1.5656128194023387
coils trape,bundh,1.5656128194023387
targe bundh,coils,1.6089216110870506
clout raise,nymph,1.7475097444781291
clout nymph,arsed,1.6721524469467302
arsed,clint,5.186227804244262
clint,soare,4.3668254655695105
soare,clint,4.3668254655695105
clout arsed,nymph,1.6721524469467302
arsed nymph,clout,1.6721524469467302
raise nymph,clout,1.7475097444781291
clint soare,dumpy,1.5820701602425293
clint dumpy,sabre,1.5578172368990906
sabre,doilt,5.27977479428324
doilt,carse,4.281074058033781
carse,doilt,4.281074058033781
clint sabre,podgy,1.5067128627111304
podgy,reast,8.255088783022954
reast,colin,4.765266349068861
colin,stare,4.728886964053703
stare,colin,4.728886964053703
clint podgy,marse,1.4824599393676916
marse,clint,4.982676483326115
clint marse,podgy,1.4824599393676916
marse podgy,clint,1.4824599393676916
sabre podgy,clint,1.5067128627111304
dumpy sabre,clint,1.5578172368990906
soare dumpy,clint,1.5820701602425293
carse doilt,nymph,1.5188393243828497
carse nymph,doilt,1.5188393243828497
doilt nymph,carse,1.5188393243828497
colin stare,dumpy,1.6886097877869208
colin dumpy,strae,1.660892161108705
strae,colin,4.811173668254655
colin strae,dumpy,1.660892161108705
dumpy strae,colin,1.660892161108705
stare dumpy,colin,1.6886097877869208
reast colin,pudgy,1.6600259852750108
pudgy,roate,9.951927241229969
colin pudgy,reast,1.6600259852750108
pudgy reast,clown,1.6591598094413167
clown,irate,6.254222607189259
pudgy clown,reast,1.6591598094413167
clown reast,midgy,1.631442182763101
midgy,reast,8.831095712429624
clown midgy,reast,1.631442182763101
midgy reast,clown,1.631442182763101
sling roate,chump,1.6704200952793418
sling chump,tared,1.5647466435686443
chump tared,sling,1.5647466435686443
sling tared,chomp,1.4677349501948895
chomp,raile,8.02555218709398
sling chomp,tared,1.4677349501948895
chomp tared,sling,1.4677349501948895
arsed clint,bumph,1.595928973581637
arsed bumph,clint,1.595928973581637
bumph clint,sared,1.5404937202252058
sared,clint,4.698570809874404
bumph sared,clint,1.5404937202252058
clint sared,bumph,1.5404937202252058
sabre doilt,punch,1.4928540493720226
punch,raile,7.548289302728453
doilt punch,sabre,1.4928540493720226
punch sabre,doilt,1.4928540493720226
blocs irate,nymph,1.7457773928107405
blocs nymph,tared,1.7353832828064097
blocs tared,hying,1.650498051104374
hying,artel,7.746643568644435
artel,sonic,4.933304460805544
sonic,taler,4.841489822433954
blocs hying,rated,1.646167171935903
rated,coils,5.0069294066695536
blocs rated,hying,1.646167171935903
hying rated,clops,1.588999566912083
clops,irate,5.605456907752274
hying clops,tared,1.5864010394110004
clops tared,bingy,1.5786054569077523
bingy,reast,8.284538761368557
clops bingy,tared,1.5786054569077523
bingy tared,clops,1.5786054569077523
hying tared,clops,1.5864010394110004
rated clops,hying,1.588999566912083
irate nymph,scold,1.6652230402771762
scold,irate,5.1715028150714595
irate scold,nymph,1.6652230402771762
nymph scold,irate,1.6652230402771762
sonic taler,dumpy,1.6903421394543092
sonic dumpy,taler,1.6903421394543092
dumpy taler,cions,1.6764833261152015
cions,taler,4.837158943265483
dumpy cions,taler,1.6764833261152015
cions taler,dumpy,1.6764833261152015
artel sonic,pudgy,1.7267215244694674
artel pudgy,chons,1.689475963620615
chons,raile,5.811606756171503
artel chons,pudgy,1.689475963620615
chons pudgy,ratel,1.6782156777825898
ratel,cions,4.865742745777393
chons ratel,midgy,1.6513642269380684
chons midgy,ratel,1.6513642269380684
midgy ratel,chons,1.6513642269380684
pudgy ratel,chons,1.6782156777825898
sonic pudgy,taler,1.7093980077955826
pudgy taler,chons,1.6877436119532265
taler chons,midgy,1.6747509744478128
taler midgy,chons,1.6747509744478128
ratel cions,bumph,1.6782156777825898
cions bumph,ratel,1.6782156777825898
bumph ratel,cions,1.6782156777825898
rated coils,nymph,1.6617583369423994
rated nymph,coils,1.6617583369423994
clops irate,bundh,1.657427457773928
clops bundh,ramet,1.6236466002598529
ramet,coils,5.350801212646167
bundh ramet,coils,1.599393676916414
ramet coils,bundh,1.599393676916414
clops ramet,dying,1.5638804677349503
dying,reast,7.796015591165006
clops dying,rathe,1.559549588566479
rathe,noils,5.174967518406237
clops rathe,dingy,1.5344304893893461
clops dingy,rathe,1.5344304893893461
dingy rathe,clops,1.5344304893893461
dying rathe,clops,1.559549588566479
ramet dying,clops,1.5638804677349503
irate bundh,clops,1.657427457773928
rathe noils,pudgy,1.7232568211346904
noils pudgy,carte,1.6513642269380684
pudgy carte,noils,1.6513642269380684
rathe pudgy,clons,1.6184495452576872
pudgy clons,rathe,1.6184495452576872
clons rathe,midgy,1.602858380251191
clons midgy,trape,1.5716760502381983
clons trape,midgy,1.5716760502381983
midgy trape,clons,1.5716760502381983
rathe midgy,clons,1.602858380251191
chons raile,tumpy,1.736249458640104
tumpy,ariel,8.337375487223907
ariel,souct,5.337808575140754
souct,raile,4.865742745777393
chons tumpy,arled,1.7016024252923343
arled,coits,5.139454309224773
coits,learn,4.889129493287137
learn,coits,4.889129493287137
chons arled,tumpy,1.7016024252923343
arled tumpy,chins,1.6695539194456475
chins,artel,6.117366825465569
arled chins,tumpy,1.6695539194456475
chins tumpy,arled,1.6695539194456475
raile tumpy,sownd,1.7119965352966653
sownd,carle,6.541792983975747
raile sownd,mutch,1.6063230835859679
mutch,ariel,7.48419229103508
raile mutch,ponds,1.5838025119099177
ponds,taler,5.777825898657428
mutch ponds,raile,1.5838025119099177
ponds raile,butch,1.552620181896925
butch,raile,7.576873105240364
ponds butch,raile,1.552620181896925
butch raile,ponds,1.552620181896925
sownd mutch,raile,1.6063230835859679
tumpy sownd,carle,1.6236466002598529
sownd carle,pight,1.5006496318752707
pight,carle,7.35339974014725
carle pight,bonds,1.4746643568644435
bonds,taler,6.546123863144218
carle bonds,pight,1.4746643568644435
bonds pight,carle,1.4746643568644435
sownd pight,carle,1.5006496318752707
tumpy carle,dinos,1.6063230835859679
dinos,carte,5.434820268514509
carle dinos,thump,1.5673451710697273
thump,raile,8.023819835426591
carle thump,dinos,1.5673451710697273
dinos thump,carle,1.5673451710697273
tumpy dinos,carle,1.6063230835859679
souct raile,nymph,1.761368557817237
raile nymph,douts,1.7423126894759635
douts,carle,5.427890861844954
nymph douts,carle,1.736249458640104
douts carle,pinky,1.6816803811173668
pinky,roate,8.247293200519705
carle pinky,douts,1.6816803811173668
douts pinky,carle,1.6816803811173668
raile douts,nymph,1.7423126894759635
souct nymph,arled,1.6972715461238632
nymph arled,coits,1.653962754439151
arled coits,nymph,1.653962754439151
coits nymph,arled,1.653962754439151
souct arled,nymph,1.6972715461238632
coits learn,pudgy,1.7050671286271113
coits pudgy,learn,1.7050671286271113
learn pudgy,coits,1.7050671286271113
ariel souct,nymph,1.8549155478562147
ariel nymph,ducts,1.7353832828064097
ducts,raile,5.7838891294932875
ariel ducts,nymph,1.7353832828064097
ducts nymph,ariel,1.7353832828064097
dinos carte,plumb,1.5638804677349503
plumb,roate,8.893460372455609
carte plumb,dinos,1.5638804677349503
dinos plumb,caret,1.5586834127327847
caret,sloid,4.644001732351668
sloid,carte,4.576440017323517
dinos caret,plumb,1.5586834127327847
caret plumb,dinos,1.5586834127327847
sloid carte,nymph,1.5682113469034213
carte nymph,sloid,1.5682113469034213
nymph sloid,carte,1.5682113469034213
caret sloid,nymph,1.581203984408835
caret nymph,sloid,1.581203984408835
ponds taler,chimb,1.570809874404504
chimb,roate,8.721091381550455
ponds chimb,taler,1.570809874404504
chimb taler,ponds,1.570809874404504
ducts raile,pongy,1.6522304027717627
pongy,reast,7.491121697704634
ducts pongy,raile,1.6522304027717627
pongy raile,ducts,1.6522304027717627
chins artel,podgy,1.6288436552620182
artel podgy,chins,1.6288436552620182
chins podgy,ratel,1.5985275010827198
chins ratel,podgy,1.5985275010827198
podgy ratel,chins,1.5985275010827198
doing slate,crump,1.5578172368990906
crump,salet,7.31875270679948
doing crump,salet,1.5413598960589
crump salet,bidon,1.5370290168904288
crump bidon,salet,1.5370290168904288
bidon salet,crump,1.5370290168904288
doing salet,crump,1.5413598960589
slate crump,bidon,1.544824599393677
slate bidon,crump,1.544824599393677
clown irate,dumps,1.6617583369423994
dumps,roate,8.490688609787787
clown dumps,targe,1.6331745344304893
clown targe,dimps,1.5465569510610655
dimps,roate,7.213945430922477
clown dimps,targe,1.5465569510610655
dimps targe,clown,1.5465569510610655
dumps targe,colin,1.5803378085751407
dumps colin,targe,1.5803378085751407
colin targe,dumps,1.5803378085751407
irate dumps,clown,1.6617583369423994
culms roate,dingy,1.7449112169770464
culms dingy,trape,1.6868774361195322
bonds taler,chimp,1.5647466435686443
chimp,roate,8.292334343871806
bonds chimp,taler,1.5647466435686443
chimp taler,dongs,1.5439584235599826
dongs,taler,6.390212213079255
chimp dongs,taler,1.5439584235599826
dongs taler,chimp,1.5439584235599826
gipon slate,crumb,1.62104807275877
crumb,salet,7.606323083585968
gipon crumb,salet,1.6037245560848852
crumb salet,poind,1.5171069727154611
poind,slate,5.674750974447813
crumb poind,salet,1.5171069727154611
poind salet,crumb,1.5171069727154611
gipon salet,crumb,1.6037245560848852
slate crumb,poind,1.5300996102208748
slate poind,crumb,1.5300996102208748
dimps roate,clung,1.5734084019055867
clung,roate,6.603291468168038
dimps clung,roate,1.5734084019055867
clung roate,dimps,1.5734084019055867
mutch ariel,ponds,1.692940666955392
ariel ponds,butch,1.6747509744478128
ariel butch,ponds,1.6747509744478128
pongy reast,child,1.5266349068860978
child,roate,5.847119965352967
pongy child,reast,1.5266349068860978
child reast,pongy,1.5266349068860978
child roate,pungs,1.588999566912083
pungs,roate,7.68427890861845
child pungs,roate,1.588999566912083
pungs roate,child,1.588999566912083
punch raile,dowts,1.6201818969250759
dowts,raile,6.1268947596362064
punch dowts,raile,1.6201818969250759
dowts raile,punch,1.6201818969250759
dingy slate,porch,1.5638804677349503
porch,leant,6.72022520571676
leant,coirs,4.8406236466002595
coirs,leant,4.8406236466002595
dingy porch,salet,1.5552187093980079
dingy salet,porch,1.5552187093980079
porch salet,dingy,1.5552187093980079
slate porch,dingy,1.5638804677349503
coirs leant,dumpy,1.6972715461238632
coirs dumpy,leant,1.6972715461238632
dumpy leant,crogs,1.6444348202685146
crogs,leant,5.760502381983542
dumpy crogs,leant,1.6444348202685146
crogs leant,dumpy,1.6444348202685146
porch leant,guids,1.599393676916414
guids,taler,7.164573408401906
leant guids,porch,1.599393676916414
guids porch,leant,1.599393676916414
guids taler,chomp,1.686011260285838
guids chomp,ratel,1.6851450844521438
chomp ratel,dings,1.5439584235599826
dings,roate,6.639670853183196
chomp dings,ratel,1.5439584235599826
dings ratel,chomp,1.5439584235599826
guids ratel,chomp,1.6851450844521438
taler chomp,dings,1.552620181896925
taler dings,chomp,1.552620181896925
dings roate,clump,1.5786054569077523
clump,irate,7.433954092680814
dings clump,roate,1.5786054569077523
clump roate,binds,1.5725422260718926
binds,roate,6.58336942399307
clump binds,roate,1.5725422260718926
binds roate,clump,1.5725422260718926
clump irate,sownd,1.6236466002598529
clump sownd,targe,1.56994369857081
clump targe,dinos,1.5638804677349503
clump dinos,targe,1.5638804677349503
dinos targe,clump,1.5638804677349503
sownd targe,pilch,1.5500216543958423
pilch,roate,6.2438284971849285
sownd pilch,targe,1.5500216543958423
pilch targe,bonds,1.5136422693806844
pilch bonds,ramet,1.5075790385448247
bonds ramet,pilch,1.5075790385448247
pilch ramet,bonds,1.5075790385448247
targe bonds,pilch,1.5136422693806844
irate sownd,clump,1.6236466002598529
pilch roate,bunds,1.585534863577306
bunds,roate,7.3759203118233
pilch bunds,roate,1.585534863577306
bunds roate,pilch,1.585534863577306
hying artel,comps,1.7475097444781291
comps,raile,6.980944131658727
artel comps,dying,1.686011260285838
artel dying,chops,1.6513642269380684
chops,raile,6.906453009961022
artel chops,dingy,1.635773061931572
artel dingy,chops,1.635773061931572
chops dingy,ratel,1.5803378085751407
chops ratel,dingy,1.5803378085751407
dingy ratel,chops,1.5803378085751407
dying chops,ratel,1.5838025119099177
dying ratel,chops,1.5838025119099177
comps dying,taler,1.6323083585967952
comps taler,duing,1.6271113035946296
duing,salet,7.548289302728453
comps duing,taler,1.6271113035946296
duing taler,comps,1.6271113035946296
dying taler,chops,1.6123863144218276
taler chops,dying,1.6123863144218276
hying comps,taler,1.7171935902988307
hying taler,comps,1.7171935902988307
chops raile,bundt,1.5465569510610655
bundt,soare,6.846686877436119
chops bundt,raile,1.5465569510610655
bundt raile,comps,1.5249025552187094
bundt comps,raile,1.5249025552187094
comps raile,bundt,1.5249025552187094
bundt soare,pilch,1.5456907752273712
bundt pilch,marse,1.544824599393677
bundt marse,pilch,1.544824599393677
marse pilch,donut,1.5136422693806844
donut,carle,5.304893893460372
marse donut,pilch,1.5136422693806844
donut pilch,sabre,1.4859246427024686
donut sabre,pilch,1.4859246427024686
pilch sabre,donut,1.4859246427024686
soare pilch,bundt,1.5456907752273712
donut carle,gimps,1.5422260718925942
gimps,roate,7.932005197055002
carle gimps,donut,1.5422260718925942
donut gimps,carle,1.5422260718925942
duing salet,porch,1.5915980944131658
duing porch,least,1.581203984408835
least,corni,4.899523603291468
duing least,porch,1.581203984408835
least porch,dingy,1.5682113469034213
least dingy,porch,1.5682113469034213
least corni,pudgy,1.6600259852750108
corni pudgy,least,1.6600259852750108
least pudgy,corni,1.6600259852750108
dying reast,clomp,1.5439584235599826
clomp,irate,6.527067994802945
dying clomp,reast,1.5439584235599826
clomp reast,dingy,1.5326981377219575
clomp dingy,reast,1.5326981377219575
dingy reast,clomp,1.5326981377219575
clomp irate,dunsh,1.6227804244261586
dunsh,artel,6.373754872239065
clomp dunsh,targe,1.5543525335643136
clomp targe,hinds,1.519705500216544
hinds,artel,6.246427024686011
clomp hinds,targe,1.519705500216544
hinds targe,clomp,1.519705500216544
dunsh targe,clomp,1.5543525335643136
irate dunsh,clomp,1.6227804244261586
hinds artel,pubco,1.7310524036379384
pubco,taler,8.32784755305327
artel pubco,minds,1.718059766132525
minds,roate,6.32178432221741
artel minds,pouch,1.7128627111303594
pouch,raile,7.468601126028584
artel pouch,binds,1.686011260285838
artel binds,chomp,1.6366392377652663
artel chomp,dings,1.6071892594196622
artel dings,chomp,1.6071892594196622
binds chomp,ratel,1.5656128194023387
binds ratel,chomp,1.5656128194023387
pouch binds,ratel,1.6297098310957123
pouch ratel,binds,1.6297098310957123
minds pouch,taler,1.6487656994369857
minds taler,pouch,1.6487656994369857
pouch taler,binds,1.642702468601126
taler binds,chomp,1.5656128194023387
pubco minds,taler,1.6773495019488955
pubco taler,minds,1.6773495019488955
hinds pubco,ratel,1.703334776959723
hinds ratel,comby,1.6955391944564746
hinds comby,taler,1.6912083152880035
comby taler,hinds,1.6912083152880035
hinds taler,comby,1.6912083152880035
ratel comby,hinds,1.6955391944564746
pubco ratel,minds,1.6972715461238632
ratel minds,pouch,1.6721524469467302
minds roate,gulch,1.6652230402771762
gulch,roate,7.652230402771763
minds gulch,petar,1.6582936336076224
petar,noils,5.26158510177566
gulch petar,dinos,1.6288436552620182
gulch dinos,trape,1.5941966219142485
dinos trape,mulch,1.5898657427457774
mulch,irate,7.796015591165006
dinos mulch,trape,1.5898657427457774
mulch trape,dinos,1.5898657427457774
gulch trape,dinos,1.5941966219142485
petar dinos,gulch,1.6288436552620182
minds petar,colby,1.6453009961022087
colby,raise,6.678648765699437
minds colby,trape,1.5612819402338676
colby trape,hinds,1.5569510610653963
colby hinds,trape,1.5569510610653963
hinds trape,clomb,1.5456907752273712
clomb,reast,7.019055868341273
hinds clomb,trape,1.5456907752273712
clomb trape,dings,1.5456907752273712
clomb dings,trape,1.5456907752273712
dings trape,clomb,1.5456907752273712
minds trape,colby,1.5612819402338676
petar colby,hinds,1.6444348202685146
petar hinds,clomb,1.581203984408835
petar clomb,hinds,1.581203984408835
roate gulch,dimps,1.6470333477695973
gulch dimps,roate,1.6470333477695973
petar noils,duchy,1.7431788653096578
petar duchy,sling,1.6626245127760935
petar sling,comby,1.59246427024686
petar comby,sling,1.59246427024686
dunsh artel,combi,1.696405370290169
combi,salet,7.83759203118233
artel combi,dunsh,1.696405370290169
combi dunsh,taler,1.664356864443482
combi taler,dunsh,1.664356864443482
dunsh taler,combi,1.664356864443482
colby raise,thump,1.8133391078388912
colby thump,raine,1.802078822000866
raine,colts,4.551320918146383
colts,raine,4.551320918146383
colby raine,shtup,1.6582936336076224
shtup,raile,7.036379385015158
colby shtup,raine,1.6582936336076224
raine shtup,godly,1.6323083585967952
godly,reast,6.712429623213512
raine godly,shtup,1.6323083585967952
godly shtup,rance,1.5751407535729753
rance,toils,4.482026851450844
toils,crane,4.433521004763967
crane,toils,4.433521004763967
godly rance,piths,1.563014291901256
piths,realo,6.915114768297965
realo,pints,5.545690775227371
pints,carle,5.397574707665656
godly piths,crane,1.5517540060632309
godly crane,piths,1.5517540060632309
crane piths,godly,1.5517540060632309
rance piths,godly,1.563014291901256
shtup rance,godly,1.5751407535729753
thump raine,scold,1.563014291901256
raine scold,thump,1.563014291901256
scold thump,raine,1.563014291901256
raise thump,blond,1.5941966219142485
blond,reast,5.963187527067995
raise blond,mutch,1.5517540060632309
blond mutch,raise,1.5517540060632309
mutch raise,blond,1.5517540060632309
thump blond,carse,1.5725422260718926
blond carse,pight,1.4625378951927241
blond pight,carse,1.4625378951927241
carse pight,blond,1.4625378951927241
thump carse,blind,1.5465569510610655
blind,strae,6.089649198787354
carse blind,mothy,1.5387613685578172
mothy,raile,7.089216110870507
blind mothy,carse,1.5387613685578172
carse mothy,blind,1.5387613685578172
thump blind,carse,1.5465569510610655
crane toils,dumpy,1.6123863144218276
crane dumpy,blist,1.5465569510610655
blist,crane,5.392377652663491
crane blist,podgy,1.5422260718925942
blist podgy,rance,1.505846686877436
blist rance,podgy,1.505846686877436
podgy rance,blist,1.505846686877436
crane podgy,blist,1.5422260718925942
dumpy blist,rance,1.5396275443915115
dumpy rance,blist,1.5396275443915115
toils dumpy,rance,1.5985275010827198
toils rance,dumpy,1.5985275010827198
colts raine,dumpy,1.6193157210913816
colts dumpy,raine,1.6193157210913816
dumpy raine,clots,1.6089216110870506
clots,raine,4.558250324815938
dumpy clots,raine,1.6089216110870506
clots raine,dumpy,1.6089216110870506
pints carle,dough,1.5604157644001733
dough,taler,7.916414032048506
carle dough,pints,1.5604157644001733
dough pints,carle,1.5604157644001733
realo pints,duchy,1.8618449545257687
pints duchy,blaer,1.686011260285838
blaer,coits,5.471199653529666
duchy blaer,ponts,1.6582936336076224
ponts,raile,4.883066262451278
blaer ponts,mucid,1.6297098310957123
mucid,salet,7.653962754439151
blaer mucid,ponts,1.6297098310957123
mucid ponts,farle,1.6141186660892162
farle,coits,5.534430489389346
mucid farle,ponts,1.6141186660892162
farle ponts,mucid,1.6141186660892162
duchy ponts,raile,1.6556951061065397
duchy raile,ponts,1.6556951061065397
ponts raile,duchy,1.6556951061065397
pints blaer,cough,1.635773061931572
cough,taler,7.587267215244695
blaer cough,pints,1.635773061931572
cough pints,arled,1.6305760069294066
cough arled,pints,1.6305760069294066
arled pints,cough,1.6305760069294066
realo duchy,pints,1.8618449545257687
blaer coits,nymph,1.6834127327847552
blaer nymph,doits,1.6444348202685146
blaer doits,punch,1.5786054569077523
blaer punch,midst,1.5673451710697273
midst,carle,5.349068860978779
blaer midst,poncy,1.5075790385448247
poncy,slate,6.715028150714595
blaer poncy,midst,1.5075790385448247
midst poncy,blare,1.502381983542659
blare,coits,5.543092247726288
midst blare,poncy,1.502381983542659
blare poncy,midst,1.502381983542659
punch midst,belar,1.556084885231702
belar,coits,5.843655262018189
midst belar,poncy,1.5179731485491554
belar poncy,midst,1.5179731485491554
punch belar,midst,1.556084885231702
doits punch,marle,1.5725422260718926
marle,coits,5.18796015591165
doits marle,punch,1.5725422260718926
marle punch,doits,1.5725422260718926
marle coits,bundh,1.6011260285838025
coits bundh,parle,1.5612819402338676
parle,coits,5.032048505846687
bundh parle,coits,1.5612819402338676
coits parle,bundh,1.5612819402338676
marle bundh,coits,1.6011260285838025
midst carle,phony,1.4963187527067994
phony,artel,6.966219142485925
carle phony,midst,1.4963187527067994
midst phony,carle,1.4963187527067994
farle coits,bundh,1.6453009961022087
farle bundh,coits,1.6453009961022087
blare coits,nymph,1.7197921177999134
blare nymph,doits,1.703334776959723
blare doits,punch,1.5967951494153314
blare punch,midst,1.5915980944131658
belar coits,nymph,1.6912083152880035
belar nymph,coits,1.6912083152880035
blond reast,chimp,1.494586401039411
blond chimp,reast,1.494586401039411
chimp reast,blond,1.494586401039411
blind strae,chomp,1.5214378518839324
blind chomp,reast,1.494586401039411
blind reast,chomp,1.494586401039411
chomp reast,blind,1.494586401039411
strae chomp,blind,1.5214378518839324
godly reast,pinch,1.544824599393677
pinch,roate,6.86920744911217
godly pinch,reast,1.544824599393677
pinch reast,godly,1.544824599393677
poncy slate,mudir,1.6262451277609355
mudir,slate,6.265482893027285
poncy mudir,slate,1.6262451277609355
mudir slate,gonch,1.5933304460805544
gonch,raile,6.826764833261152
mudir gonch,slate,1.5933304460805544
gonch slate,mudir,1.5933304460805544
gonch raile,tymps,1.6556951061065397
tymps,ariel,7.472932005197055
gonch tymps,raile,1.6556951061065397
raile tymps,gonch,1.6556951061065397
pinch roate,bluds,1.584668687743612
bluds,roate,7.132524902555219
pinch bluds,roate,1.584668687743612
bluds roate,pinch,1.584668687743612
piths realo,cundy,1.844521437851884
cundy,salet,7.092680814205283
piths cundy,marle,1.6799480294499785
cundy marle,foist,1.6149848419229103
foist,carle,5.161108705067129
cundy foist,parle,1.5820701602425293
cundy parle,moist,1.5534863577306193
moist,carle,4.816370723256821
cundy moist,parle,1.5534863577306193
moist parle,chynd,1.5084452143785188
chynd,raise,7.692940666955392
moist chynd,parle,1.5084452143785188
chynd parle,moist,1.5084452143785188
foist parle,dunch,1.5309657860545691
dunch,artel,7.34733650931139
foist dunch,parle,1.5309657860545691
dunch parle,moist,1.5136422693806844
dunch moist,parle,1.5136422693806844
marle foist,dunch,1.5690775227371156
marle dunch,posit,1.559549588566479
posit,carle,5.080554352533564
dunch posit,marle,1.559549588566479
marle posit,chynd,1.5578172368990906
marle chynd,posit,1.5578172368990906
chynd posit,large,1.544824599393677
large,coits,5.344737981810307
chynd large,posit,1.544824599393677
large posit,chynd,1.544824599393677
piths marle,ycond,1.6071892594196622
ycond,salet,6.5132091814638375
marle ycond,sight,1.5682113469034213
sight,carle,6.273278475530533
marle sight,ycond,1.5682113469034213
sight ycond,parle,1.5318319618882634
sight parle,ycond,1.5318319618882634
parle ycond,sight,1.5318319618882634
piths ycond,marle,1.6071892594196622
realo cundy,timps,1.7734950194889563
timps,carle,6.478562148116067
cundy timps,blaer,1.6556951061065397
cundy blaer,swopt,1.5907319185794717
swopt,raile,5.97444781290602
blaer swopt,cundy,1.5907319185794717
cundy swopt,blaer,1.5907319185794717
timps blaer,gonch,1.574274577739281
blaer gonch,midst,1.5275010827197921
gonch midst,parle,1.4824599393676916
gonch parle,midst,1.4824599393676916
midst parle,gonch,1.4824599393676916
timps gonch,belar,1.5500216543958423
gonch belar,midst,1.5214378518839324
timps belar,gonch,1.5500216543958423
realo timps,dunch,1.7154612386314423
realo dunch,timps,1.7154612386314423
dunch timps,blaer,1.6080554352533565
dunch blaer,posit,1.5647466435686443
blaer posit,chynd,1.5569510610653963
