Updated at: 2022-06-28 22:13:07.172562
words,count,score,index
clasp downy grief thumb,4,1.076223473365093,61662
bawdy clump finer ghost,4,1.076223473365093,73319
borne clamp dusky fight,4,1.076223473365093,74506
botch dirge flunk swamp,4,1.076223473365093,79407
bicep flung howdy smart,4,1.076223473365093,87689
downy fable might scrap,4,1.076223473365093,102599
bawdy coven right slump,4,1.076223473365093,108460
balmy fudge pitch sworn,4,1.076223473365093,116177
angst blimp curve howdy,4,1.076223473365093,116860
chump downy flask tiger,4,1.076223473365093,118142
bleed mangy porch swift,4,1.076223473365093,125802
bagel chump frost windy,4,1.076223473365093,133874
blond curve fight swamp,4,1.076223473365093,135594
cable found right swamp,4,1.076223473365093,145781
badly force swing thump,4,1.076223473365093,156709
crank dowel gipsy thumb,4,1.0770896491987874,11882
clasp derby fight women,4,1.0770896491987874,45452
ditch globe murky spawn,4,1.0770896491987874,58831
downy giver scalp thumb,4,1.0770896491987874,61673
block dumpy saner wight,4,1.0770896491987874,68114
crimp fable howdy stung,4,1.0770896491987874,78662
bagel drift punch smoky,4,1.0770896491987874,87902
clank dumpy fight worse,4,1.0770896491987874,113896
blunt giver howdy scamp,4,1.0770896491987874,115537
grief howdy plumb scant,4,1.0770896491987874,115942
borne clamp dusky wight,4,1.0770896491987874,118661
clang fiber howdy stump,4,1.0770896491987874,123469
blind comfy parse wight,4,1.0770896491987874,136444
beast dumpy finch growl,4,1.0770896491987874,147539
cower gland spiky thumb,4,1.0779558250324817,35626
began clump shift wordy,4,1.0779558250324817,38380
cover gland thumb wispy,4,1.0779558250324817,54796
farce howdy plumb sting,4,1.0779558250324817,63214
cyber modal spunk wight,4,1.0779558250324817,76456
bawdy munch slept vigor,4,1.0779558250324817,76910
bland copse furry might,4,1.0779558250324817,80773
budge clamp frost whiny,4,1.0779558250324817,90598
climb duvet graph snowy,4,1.0779558250324817,99140
butch drove slang wimpy,4,1.0779558250324817,115932
fable might scrap wound,4,1.0779558250324817,120113
climb frost haven pudgy,4,1.0779558250324817,120396
crumb dopey fling swath,4,1.0779558250324817,123487
covet plumb shady wring,4,1.0779558250324817,129546
bagel crypt mound whisk,4,1.0779558250324817,133566
covey grand plumb shift,4,1.0779558250324817,150215
befit chump growl sandy,4,1.0788220008661755,42084
brush comfy plant wedge,4,1.0788220008661755,43329
clown gravy spied thumb,4,1.0788220008661755,56939
badly force might spunk,4,1.0788220008661755,62054
dingy power slack thumb,4,1.0788220008661755,68586
blown caper dusky might,4,1.0788220008661755,68805
bawdy crump night solve,4,1.0788220008661755,70995
crowd gavel spiny thumb,4,1.0788220008661755,134482
beget clash round wimpy,4,1.0788220008661755,139700
bathe clung rowdy skimp,4,1.0788220008661755,140227
bowel crump fight sandy,4,1.0788220008661755,147466
bulky copse drawn might,4,1.07968817669987,28416
butch finer godly swamp,4,1.07968817669987,29609
bagel funky midst porch,4,1.07968817669987,32195
drown maybe pluck sight,4,1.07968817669987,45112
drown maybe pluck shift,4,1.07968817669987,45113
cloth fiend rugby swamp,4,1.07968817669987,47050
black rowdy singe thump,4,1.07968817669987,52444
cyber flask might pound,4,1.07968817669987,61806
botch girly swamp unfed,4,1.07968817669987,63470
blend comfy pause right,4,1.07968817669987,72119
bawdy munch spelt vigor,4,1.07968817669987,76904
dowry fling space thumb,4,1.07968817669987,88412
blown crime pudgy shaft,4,1.07968817669987,100257
bough clamp nerdy swift,4,1.07968817669987,113197
chalk rugby stomp widen,4,1.07968817669987,119508
crowd maybe plunk sight,4,1.07968817669987,123827
cable grunt howdy skimp,4,1.07968817669987,141621
camel front pudgy whisk,4,1.07968817669987,141638
flung howdy scamp tribe,4,1.07968817669987,149950
budge clank morph swift,4,1.07968817669987,150090
blind copse gawky thrum,4,1.0805543525335644,15648
blond chime gawky spurt,4,1.0805543525335644,16755
chasm dowel paint rugby,4,1.0805543525335644,17517
cable drunk ghost wimpy,4,1.0805543525335644,18164
coven dwarf plumb sight,4,1.0805543525335644,19353
flack month rugby spied,4,1.0805543525335644,32837
botch filmy spade wrung,4,1.0805543525335644,33705
began clump rowdy shift,4,1.0805543525335644,38377
binge dumpy flask torch,4,1.0805543525335644,39847
bawdy coven might slurp,4,1.0805543525335644,40124
clued swamp throb vying,4,1.0805543525335644,50218
blank comfy prude sight,4,1.0805543525335644,55306
candy growl spike thumb,4,1.0805543525335644,57574
downy grief scalp thumb,4,1.0805543525335644,61670
badly cower might spunk,4,1.0805543525335644,62052
clang rowdy spike thumb,4,1.0805543525335644,74733
black dingy sower thump,4,1.0805543525335644,77293
bused flock might prawn,4,1.0805543525335644,83813
cramp dowel funky sight,4,1.0805543525335644,85949
blimp crony shaft wedge,4,1.0805543525335644,87074
blimp fancy short wedge,4,1.0805543525335644,95489
bawdy cough flint sperm,4,1.0805543525335644,101653
crisp downy gavel thumb,4,1.0805543525335644,102475
bowel dumpy gnash trick,4,1.0805543525335644,110091
blimp chart fudge snowy,4,1.0805543525335644,110139
cover dingy plumb swath,4,1.0805543525335644,115164
blade chump vying worst,4,1.0805543525335644,124953
draft globe munch wispy,4,1.0805543525335644,129176
clump debar fight snowy,4,1.0805543525335644,130274
butch dimly grasp woven,4,1.0805543525335644,132235
balmy drove pitch swung,4,1.0805543525335644,145929
balmy ditch prove swung,4,1.0805543525335644,147036
chest dying favor plumb,4,1.0805543525335644,152490
bawdy cleft morph suing,4,1.0805543525335644,153168
brawl comfy night speed,4,1.0805543525335644,155893
bulky crown might spade,4,1.0814205283672589,12788
blade crump fight snowy,4,1.0814205283672589,21311
cyber dingo flask thump,4,1.0814205283672589,24896
blimp corny fudge swath,4,1.0814205283672589,31858
dingy flock parse thumb,4,1.0814205283672589,37075
dirge flock pansy thumb,4,1.0814205283672589,37087
flack midst phone rugby,4,1.0814205283672589,39534
butch drown flame gipsy,4,1.0814205283672589,40695
bingo clamp dusky threw,4,1.0814205283672589,56804
dingy flack sober thump,4,1.0814205283672589,77286
blind comfy purge swath,4,1.0814205283672589,77368
dance first gumbo whelp,4,1.0814205283672589,81395
bawdy crisp flume thong,4,1.0814205283672589,90083
bland comfy spurt weigh,4,1.0814205283672589,92598
brown dutch flame gipsy,4,1.0814205283672589,92788
bunch draft golem wispy,4,1.0814205283672589,93891
dance plumb sorry wight,4,1.0814205283672589,95509
bugle candy forth skimp,4,1.0814205283672589,97690
blimp dutch grave snowy,4,1.0814205283672589,111093
cyber fluid swamp thong,4,1.0814205283672589,112196
curve fight moldy spawn,4,1.0814205283672589,112517
champ funky glide worst,4,1.0814205283672589,128649
crumb dowel pagan shift,4,1.0814205283672589,133215
botch drake slung wimpy,4,1.0814205283672589,136933
bawdy crimp flung those,4,1.0814205283672589,137394
bevel fight round scamp,4,1.0814205283672589,148542
chest dingy favor plumb,4,1.0814205283672589,152482
fable might pound screw,4,1.0814205283672589,153570
blimp dunce frost gawky,4,1.0822867042009527,2081
drawl fetch gumbo spiny,4,1.0822867042009527,12448
began clump first howdy,4,1.0822867042009527,19456
drift gawky munch slope,4,1.0822867042009527,19491
cyber doing flask thump,4,1.0822867042009527,24888
clamp dozen rugby shift,4,1.0822867042009527,26538
child rugby spawn totem,4,1.0822867042009527,26838
butch giver moldy spawn,4,1.0822867042009527,29591
corny plumb shaft wedge,4,1.0822867042009527,31831
bleep comfy drawn sight,4,1.0822867042009527,34732
drown gavel spicy thumb,4,1.0822867042009527,40727
fling space thumb wordy,4,1.0822867042009527,40896
blown craft midge pushy,4,1.0822867042009527,58943
bowel cramp dusky night,4,1.0822867042009527,69381
begun madly porch swift,4,1.0822867042009527,69494
budge champ flint sorry,4,1.0822867042009527,75130
panel rugby smock width,4,1.0822867042009527,76472
fable midst porch wrung,4,1.0822867042009527,78681
cramp hedge nobly swift,4,1.0822867042009527,81469
bylaw forge midst punch,4,1.0822867042009527,92081
batch given rowdy slump,4,1.0822867042009527,93198
clamp downy sight tuber,4,1.0822867042009527,95798
blown mucky right spade,4,1.0822867042009527,96446
begun clamp drift showy,4,1.0822867042009527,104034
bunch flaky midst power,4,1.0822867042009527,104763
chide graft plumb snowy,4,1.0822867042009527,104891
blimp chant fudge sorry,4,1.0822867042009527,105791
chump feast vying world,4,1.0822867042009527,113016
beast chump vying world,4,1.0822867042009527,113019
bugle dwarf month spicy,4,1.0822867042009527,118748
corny plumb shift wedge,4,1.0822867042009527,124115
clash doubt range wimpy,4,1.0822867042009527,128839
blimp dutch gawky snore,4,1.0822867042009527,132024
botch flume grand wispy,4,1.0822867042009527,134306
blimp covet hardy swung,4,1.0822867042009527,142501
block defer might spawn,4,1.0822867042009527,142698
amply budge crown shift,4,1.0822867042009527,144540
botch fudge prawn slimy,4,1.0822867042009527,146114
badge flint musky porch,4,1.0822867042009527,148507
broke clump sandy wight,4,1.0822867042009527,157483
blimp dunce gawky short,4,1.083152880034647,2171
block might spray unwed,4,1.083152880034647,7067
clamp fiend rugby those,4,1.083152880034647,16080
cedar fight plumb snowy,4,1.083152880034647,36226
ditch gawky plumb snore,4,1.083152880034647,37813
bawdy first golem punch,4,1.083152880034647,38248
began crowd lumpy shift,4,1.083152880034647,38359
balmy frost punch wedge,4,1.083152880034647,42874
dance growl spiky thumb,4,1.083152880034647,55786
butch mange spiky world,4,1.083152880034647,60238
cower dying flask thump,4,1.083152880034647,68563
clamp fetid rugby shown,4,1.083152880034647,70825
gland maybe porch swift,4,1.083152880034647,71534
clasp maybe round wight,4,1.083152880034647,76972
fancy hedge plumb wrist,4,1.083152880034647,79851
gawky plumb snide torch,4,1.083152880034647,84854
badly crump ghost knife,4,1.083152880034647,85884
clasp maybe right wound,4,1.083152880034647,94079
dance fight plumb sorry,4,1.083152880034647,95499
gland picky sower thumb,4,1.083152880034647,98020
bylaw copse drunk might,4,1.083152880034647,101000
could ember fight spawn,4,1.083152880034647,102335
downy might pluck safer,4,1.083152880034647,113737
drawl gumbo pence shift,4,1.083152880034647,116840
bugle dwarf notch skimp,4,1.083152880034647,118757
bring facet howdy slump,4,1.083152880034647,119243
clang howdy skimp tuber,4,1.083152880034647,127641
drift gumbo pence shawl,4,1.083152880034647,131115
derby fight scalp women,4,1.083152880034647,139422
clank homer pudgy swift,4,1.083152880034647,145296
broke clump fight sandy,4,1.083152880034647,157482
block might spray unfed,4,1.0840190558683414,7065
frost gawky munch plied,4,1.0840190558683414,11324
bland comfy girth sweep,4,1.0840190558683414,13625
bawdy given slump torch,4,1.0840190558683414,20179
badge chunk filmy sport,4,1.0840190558683414,22297
cramp dusky noble wight,4,1.0840190558683414,23801
clasp downy might tuber,4,1.0840190558683414,38603
blond fight mucky parse,4,1.0840190558683414,45239
crowd light maybe spunk,4,1.0840190558683414,46467
bugle drawn pitch smoky,4,1.0840190558683414,49998
force gland thumb wispy,4,1.0840190558683414,54791
cower dingy flask thump,4,1.0840190558683414,68593
bevel cramp fight sound,4,1.0840190558683414,69336
blond comfy pause right,4,1.0840190558683414,72111
chide gawky plumb snort,4,1.0840190558683414,73400
birth comfy gland sweep,4,1.0840190558683414,81531
flunk might rowdy space,4,1.0840190558683414,85476
bland mucky power sight,4,1.0840190558683414,86067
cable might spray wound,4,1.0840190558683414,86425
clash rugby tepid women,4,1.0840190558683414,87204
bowel champ dingy strut,4,1.0840190558683414,89705
clasp found maybe right,4,1.0840190558683414,94076
clasp doubt feign rhyme,4,1.0840190558683414,99025
bevel found might scrap,4,1.0840190558683414,102618
blond caper musky wight,4,1.0840190558683414,103352
bawdy punch smelt vigor,4,1.0840190558683414,104432
bawdy finch golem spurt,4,1.0840190558683414,109037
brief clang howdy stump,4,1.0840190558683414,128775
crump dowel shaft vying,4,1.0840190558683414,130664
bugle drown match spiky,4,1.0840190558683414,131885
beget clash frond wimpy,4,1.0840190558683414,139708
clasp fight maybe round,4,1.0840190558683414,139749
blade mangy porch swift,4,1.0840190558683414,141359
curvy fight olden swamp,4,1.0840190558683414,142550
bilge duchy front swamp,4,1.0840190558683414,144667
baste frond gulch wimpy,4,1.0840190558683414,150800
badge clout frisk nymph,4,1.0848852317020354,1386
clamp front rugby shied,4,1.0848852317020354,5140
bulky cramp ghost widen,4,1.0848852317020354,7203
drawl fetch gumbo spine,4,1.0848852317020354,12462
blind goofy scamp threw,4,1.0848852317020354,17605
clump gawky snide throb,4,1.0848852317020354,21734
botch diner gawky slump,4,1.0848852317020354,24000
clasp rugby third women,4,1.0848852317020354,32817
clump shift vegan wordy,4,1.0848852317020354,38395
chant dowel prism rugby,4,1.0848852317020354,39635
chasm dowel print rugby,4,1.0848852317020354,39645
balmy fudge print shock,4,1.0848852317020354,45156
dying flock parse thumb,4,1.0848852317020354,50834
botch gland surer wimpy,4,1.0848852317020354,62455
clamp funky ghost wider,4,1.0848852317020354,66637
bawdy clamp goner shift,4,1.0848852317020354,66749
cramp fable sound wight,4,1.0848852317020354,69427
balmy dutch grown spike,4,1.0848852317020354,70496
bawdy flock prime shunt,4,1.0848852317020354,71715
comfy rabid stung whelp,4,1.0848852317020354,75401
badge filmy spunk torch,4,1.0848852317020354,85276
blank dumpy fight screw,4,1.0848852317020354,85747
bathe clump sword vying,4,1.0848852317020354,93012
bowel chasm fudge print,4,1.0848852317020354,94815
badly munch swept vigor,4,1.0848852317020354,100670
bawdy flume print shock,4,1.0848852317020354,103615
chunk madly probe swift,4,1.0848852317020354,110878
black might round sweep,4,1.0848852317020354,111814
plumb rocky shaft widen,4,1.0848852317020354,113416
black duvet morph swing,4,1.0848852317020354,114133
flint mower pudgy shack,4,1.0848852317020354,114614
bring clump feast howdy,4,1.0848852317020354,115399
bawdy crump given sloth,4,1.0848852317020354,122229
block might randy sweep,4,1.0848852317020354,122574
blend chump forge waist,4,1.0848852317020354,124470
botch flunk midge spray,4,1.0848852317020354,128100
brawl dutch gnome spiky,4,1.0848852317020354,128679
draft globe munch spiky,4,1.0848852317020354,129173
bawdy clung prove smith,4,1.0848852317020354,129247
broke dingy slump watch,4,1.0848852317020354,131766
budge frown latch skimp,4,1.0848852317020354,131869
black dopey swing thrum,4,1.0848852317020354,135141
broke dimly patch swung,4,1.0848852317020354,137474
crump dowel fight snaky,4,1.0848852317020354,147470
bawdy clung mirth spoke,4,1.0848852317020354,148486
bawdy cleft morph singe,4,1.0848852317020354,153165
burnt gipsy model whack,4,1.0848852317020354,158005
blond murky space wight,4,1.0857514075357295,7946
burst gawky model pinch,4,1.0857514075357295,19889
blimp chord gawky unset,4,1.0857514075357295,22108
blimp chest gawky round,4,1.0857514075357295,31209
blame duchy prong swift,4,1.0857514075357295,34805
bulky dance morph swift,4,1.0857514075357295,40981
block dumpy gnash rivet,4,1.0857514075357295,42765
ditch flank gumbo spree,4,1.0857514075357295,47146
clown rugby shied tramp,4,1.0857514075357295,50154
flock pansy ridge thumb,4,1.0857514075357295,51655
frond gavel spicy thumb,4,1.0857514075357295,55808
brown farce glyph midst,4,1.0857514075357295,60387
dying power slack thumb,4,1.0857514075357295,68578
cramp dusky fight noble,4,1.0857514075357295,69386
clamp rugby shown tried,4,1.0857514075357295,70821
dingy flack sower thump,4,1.0857514075357295,77285
befit chump grown sadly,4,1.0857514075357295,80611
block might raspy unwed,4,1.0857514075357295,84027
bawdy copse femur glint,4,1.0857514075357295,84141
burnt dowel fight scamp,4,1.0857514075357295,86689
comfy glide rebut spawn,4,1.0857514075357295,86743
black pound rhyme swift,4,1.0857514075357295,87014
crony plumb shaft wedge,4,1.0857514075357295,87072
fancy growl spied thumb,4,1.0857514075357295,91444
fancy hedge plumb worst,4,1.0857514075357295,95474
crowd gipsy navel thumb,4,1.0857514075357295,96067
bawdy crime ghost plunk,4,1.0857514075357295,100070
corny hedge plumb swift,4,1.0857514075357295,104525
bawdy clump genre shift,4,1.0857514075357295,105082
board fence slump wight,4,1.0857514075357295,108427
blast fudge mower pinch,4,1.0857514075357295,109901
crump globe randy shift,4,1.0857514075357295,113278
draft given plumb shock,4,1.0857514075357295,119346
climb haven pudgy worst,4,1.0857514075357295,120392
blame gipsy round watch,4,1.0857514075357295,131561
corny debug maple swift,4,1.0857514075357295,133344
bushy clamp front wedge,4,1.0857514075357295,135488
batch dimly spoke wrung,4,1.0857514075357295,137356
clasp funky midge throb,4,1.0857514075357295,144213
cable dingy morph swift,4,1.0857514075357295,144396
blade corny fight swamp,4,1.0857514075357295,145586
bench group madly swift,4,1.0857514075357295,151228
album copse randy wight,4,1.086617583369424,13765
blond might purse wacky,4,1.086617583369424,15296
cable first glyph mound,4,1.086617583369424,16323
cable ghost round wimpy,4,1.086617583369424,18145
blown fight ruder scamp,4,1.086617583369424,23829
climb drape funky ghost,4,1.086617583369424,25628
child motel rugby spawn,4,1.086617583369424,26822
balmy ditch spoke wrung,4,1.086617583369424,31569
bulky drown might space,4,1.086617583369424,33150
balmy finch sport wedge,4,1.086617583369424,35934
clump drone gawky shift,4,1.086617583369424,37784
fable might round speck,4,1.086617583369424,38014
beefy clasp mound right,4,1.086617583369424,39975
balmy frost pinch wedge,4,1.086617583369424,42905
chasm front plied rugby,4,1.086617583369424,43496
clump drift gawky shone,4,1.086617583369424,55768
album creep downy sight,4,1.086617583369424,56037
clasp defer gumbo think,4,1.086617583369424,60740
clown fight murky spade,4,1.086617583369424,66062
blurt comfy hedge spawn,4,1.086617583369424,68016
flock gripe sandy thumb,4,1.086617583369424,68733
balmy first punch wedge,4,1.086617583369424,68748
brave clump synod wight,4,1.086617583369424,68963
blond might super wacky,4,1.086617583369424,72104
clamp dusky given throb,4,1.086617583369424,72913
bawdy clamp finer ghost,4,1.086617583369424,73316
bawdy feign mulch sport,4,1.086617583369424,77102
dying flack sober thump,4,1.086617583369424,77303
beefy clasp might round,4,1.086617583369424,77896
begun flaky midst porch,4,1.086617583369424,79736
bused clamp throw vying,4,1.086617583369424,80645
comfy debar light spunk,4,1.086617583369424,90720
blond mucky parse wight,4,1.086617583369424,92975
fancy plumb shirt wedge,4,1.086617583369424,95484
crumb godly ripen shaft,4,1.086617583369424,99861
chard rugby spilt women,4,1.086617583369424,101068
crisp downy fable might,4,1.086617583369424,102595
cyber fight modal spunk,4,1.086617583369424,112525
climb fudge phony straw,4,1.086617583369424,113477
blimp carve dusky thong,4,1.086617583369424,113767
cable dumpy front whisk,4,1.086617583369424,124209
befit cramp howdy slung,4,1.086617583369424,128867
befit crump howdy slang,4,1.086617583369424,128887
draft elbow gipsy munch,4,1.086617583369424,129161
flock ridge spawn thumb,4,1.086617583369424,135549
nobly prude smack wight,4,1.086617583369424,136403
chant dumpy frisk globe,4,1.086617583369424,140362
dumpy flask goner witch,4,1.086617583369424,141552
bawdy giver notch slump,4,1.086617583369424,144910
budge filmy spawn torch,4,1.086617583369424,146125
bleed comfy girth spawn,4,1.086617583369424,149974
beady clump fight sworn,4,1.086617583369424,150004
beast frond gulch wimpy,4,1.086617583369424,150797
comfy ledge paint shrub,4,1.086617583369424,157059
brown carve glyph midst,4,1.086617583369424,158858
balmy found right speck,4,1.087483759203118,12212
bulky champ deign worst,4,1.087483759203118,16043
clamp rugby those widen,4,1.087483759203118,16069
covet dumpy sling wharf,4,1.087483759203118,28305
bleed curvy might spawn,4,1.087483759203118,30815
dowel match rugby snipe,4,1.087483759203118,30847
balmy fight round speck,4,1.087483759203118,31109
bride gawky notch slump,4,1.087483759203118,32577
cadet flown rugby skimp,4,1.087483759203118,32897
bawdy golem prick shunt,4,1.087483759203118,33246
cable pygmy round shift,4,1.087483759203118,34623
cable drown pygmy shift,4,1.087483759203118,34636
blimp cedar funky ghost,4,1.087483759203118,36234
crane plumb rowdy sight,4,1.087483759203118,38295
balmy fight pound screw,4,1.087483759203118,39814
blond curve shaft wimpy,4,1.087483759203118,50623
brush comfy plant ridge,4,1.087483759203118,64883
candy frost plumb weigh,4,1.087483759203118,67609
bough clamp drift seven,4,1.087483759203118,67645
frond maybe pluck sight,4,1.087483759203118,71471
blank cower pudgy smith,4,1.087483759203118,75547
black dying sower thump,4,1.087483759203118,77306
bagel crimp howdy stunk,4,1.087483759203118,78650
grief plumb synod watch,4,1.087483759203118,79613
crumb plane rowdy sight,4,1.087483759203118,82557
clump forth gawky snide,4,1.087483759203118,84850
began clued morph swift,4,1.087483759203118,87028
bowel champ dying strut,4,1.087483759203118,89687
bagel drown musky pitch,4,1.087483759203118,93086
belch gamut rowdy snipe,4,1.087483759203118,93468
belch gamut rowdy spine,4,1.087483759203118,93475
dutch gawky noble prism,4,1.087483759203118,94618
bawdy glint sperm vouch,4,1.087483759203118,101660
champ derby suing towel,4,1.087483759203118,106450
clamp rugby shift woven,4,1.087483759203118,110351
chunk dirty globe swamp,4,1.087483759203118,110667
begat duchy flown prism,4,1.087483759203118,110689
breed comfy light spawn,4,1.087483759203118,117463
downy fiber slack thump,4,1.087483759203118,118125
bowel chump feast grind,4,1.087483759203118,123227
dowel graft munch spiky,4,1.087483759203118,129184
block drift mange pushy,4,1.087483759203118,130512
dumpy given slack throb,4,1.087483759203118,138799
blond caper fight musky,4,1.087483759203118,139830
bunch dimly graft spoke,4,1.087483759203118,142023
bunch drape golem swift,4,1.087483759203118,142537
bawdy glove munch strip,4,1.087483759203118,144326
bleed crony fight swamp,4,1.087483759203118,145597
bawdy golem print shuck,4,1.087483759203118,150033
bench modal purge swift,4,1.087483759203118,151232
comfy debar guilt spawn,4,1.087483759203118,157143
brunt gipsy model whack,4,1.087483759203118,158001
chart embed flown gipsy,4,1.087483759203118,158022
badly crump sight woven,4,1.0883499350368124,8454
craft plumb synod weigh,4,1.0883499350368124,14676
crimp olden rugby shaft,4,1.0883499350368124,18017
cramp olden rugby shift,4,1.0883499350368124,18079
cable downy might super,4,1.0883499350368124,19208
clump first howdy vegan,4,1.0883499350368124,19445
spicy thumb vegan world,4,1.0883499350368124,19591
bawdy force giant slump,4,1.0883499350368124,20308
chump first gawky olden,4,1.0883499350368124,21762
bulky coven graph midst,4,1.0883499350368124,22526
butch gawky olden prism,4,1.0883499350368124,25177
clang dopey frisk thumb,4,1.0883499350368124,25563
climb found parse wight,4,1.0883499350368124,25614
chide motel rugby spawn,4,1.0883499350368124,26809
dowel match rugby spine,4,1.0883499350368124,31878
